case Id,activity,timestamp
245_17,Loan application rejected,63578696693
246_18,Loan application received,63578700000
246_18,Check application form completeness,63578701110
246_18,Check credit history,63578701902
246_18,Assess loan risk,63578702635
246_18,Appraise property,63578703952
246_18,Assess eligibility,63578706888
246_18,Prepare acceptance pack,63578707102
246_18,Check if home insurance quote is requested,63578708663
246_18,Send acceptance pack,63578711436
246_18,Verify repayment agreement,63578712639
246_18,Cancel application,63578715704
246_18,Loan application canceled,63578715704
248_19,Loan application received,63578790000
248_19,Check application form completeness,63578794249
248_19,Appraise property,63578797135
248_19,Check credit history,63578797597
248_19,Assess loan risk,63578798638
248_19,Assess eligibility,63578803441
248_19,Added Activity,63579034829
248_19,Reject application,63579035598
248_19,Loan application rejected,63579035598
247_20,Loan application received,63578716200
247_20,Check application form completeness,63578716946
247_20,Appraise property,63578776075
247_20,Check credit history,63578776293
247_20,Assess loan risk,63578778635
247_20,Assess eligibility,63578779322
247_20,Prepare acceptance pack,63578780575
247_20,Check if home insurance quote is requested,63578781410
247_20,Send acceptance pack,63578781744
247_20,Verify repayment agreement,63578783964
247_20,Approve application,63578785670
247_20,Loan application approved,63578785670
126_21,Loan application received,63570592800
126_21,Check application form completeness,63570656534
126_21,Check credit history,63570656602
126_21,Appraise property,63570660542
126_21,Assess loan risk,63570660703
126_21,Assess eligibility,63570661669
126_21,Prepare acceptance pack,63570662001
126_21,Check if home insurance quote is requested,63570664477
126_21,Send home insurance quote,63570665942
126_21,Verify repayment agreement,63570672855
126_21,Approve application,63570673179
126_21,Loan application approved,63570673179
147_22,Loan application received,63571969800
147_22,Check application form completeness,63571971305
147_22,Appraise property,63571973166
147_22,Check credit history,63571973362
147_22,Assess loan risk,63571973952
147_22,Assess eligibility,63571977281
147_22,Added Activity,63571977597
147_22,Reject application,63572037527
147_22,Loan application rejected,63572037527
148_23,Loan application received,63572043600
148_23,Check application form completeness,63572044941
148_23,Check credit history,63572044979
148_23,Appraise property,63572045562
148_23,Assess loan risk,63572046283
148_23,Assess eligibility,63572047536
148_23,Prepare acceptance pack,63572048336
148_23,Check if home insurance quote is requested,63572048462
148_23,Send acceptance pack,63572049606
148_23,Verify repayment agreement,63572051480
148_23,Approve application,63572052940
148_23,Loan application approved,63572052940
145_24,Loan application received,63571879800
145_24,Check application form completeness,63571880437
145_24,Appraise property,63571884785
145_24,Check credit history,63571889046
145_24,Assess loan risk,63571890980
145_24,Assess eligibility,63571950680
145_24,Prepare acceptance pack,63571953926
145_24,Check if home insurance quote is requested,63571956850
145_24,Send acceptance pack,63571957864
145_24,Verify repayment agreement,63571958230
145_24,Approve application,63571958760
145_24,Loan application approved,63571958760
149_25,Loan application received,63572059800
149_25,Check application form completeness,63572063112
149_25,Appraise property,63572063121
149_25,Check credit history,63572125429
149_25,Assess loan risk,63572129350
149_25,Assess eligibility,63572130197
149_25,Prepare acceptance pack,63572133283
149_25,Check if home insurance quote is requested,63572133774
149_25,Send acceptance pack,63572136052
149_25,Verify repayment agreement,63572136672
149_25,Approve application,63572138387
149_25,Loan application approved,63572138387
123_26,Loan application received,63570313800
123_26,Check application form completeness,63570314866
123_26,Appraise property,63570317089
123_26,Check credit history,63570317968
123_26,Assess loan risk,63570320577
123_26,Assess eligibility,63570322789
123_26,Reject application,63570322979
123_26,Added Activity,63570323695
123_26,Loan application rejected,63570323695
127_27,Loan application received,63570666600
127_27,Check application form completeness,63570667114
127_27,Appraise property,63570667761
127_27,Check credit history,63570667821
127_27,Assess loan risk,63570668967
127_27,Assess eligibility,63570669192
127_27,Added Activity,63570669649
127_27,Reject application,63570670870
127_27,Loan application rejected,63570670870
122_28,Loan application received,63570240000
122_28,Check application form completeness,63570242108
122_28,Appraise property,63570243542
122_28,Check credit history,63570245684
122_28,Assess loan risk,63570247569
122_28,Assess eligibility,63570248375
122_28,Prepare acceptance pack,63570249612
122_28,Check if home insurance quote is requested,63570309526
122_28,Send home insurance quote,63570310435
122_28,Verify repayment agreement,63570313160
122_28,Cancel application,63570313375
122_28,Loan application canceled,63570313375
143_29,Loan application received,63571789800
143_29,Check application form completeness,63571790758
143_29,Check credit history,63571791320
143_29,Assess loan risk,63571791425
143_29,Appraise property,63571794304
143_29,Assess eligibility,63571794342
143_29,Added Activity,63571795301
143_29,Loan application rejected,63571795301
144_30,Loan application received,63571806000
144_30,Check application form completeness,63571865168
144_30,Check credit history,63571865783
144_30,Appraise property,63571866728
144_30,Assess loan risk,63571867751
144_30,Assess eligibility,63571868555
144_30,Prepare acceptance pack,63571869338
144_30,Check if home insurance quote is requested,63571871514
144_30,Send acceptance pack,63571872225
144_30,Verify repayment agreement,63571873462
144_30,Cancel application,63571874254
144_30,Loan application canceled,63571874254
120_31,Loan application received,63570150000
120_31,Check application form completeness,63570153075
120_31,Check credit history,63570154009
120_31,Assess loan risk,63570154919
120_31,Appraise property,63570155128
120_31,Assess eligibility,63570157872
120_31,Added Activity,63570157884
120_31,Reject application,63570163308
120_31,Loan application rejected,63570163308
128_32,Loan application received,63570682800
128_32,Check application form completeness,63570741631
128_32,Appraise property,63570743364
128_32,Check credit history,63570744600
128_32,Assess loan risk,63570745191
128_32,Assess eligibility,63570745711
128_32,Prepare acceptance pack,63570747560
128_32,Check if home insurance quote is requested,63570747964
128_32,Send acceptance pack,63570752517
128_32,Verify repayment agreement,63570755322
128_32,Approve application,63570755368
128_32,Loan application approved,63570755368
142_33,Loan application received,63571543200
142_33,Check application form completeness,63571543288
142_33,Appraise property,63571543567
142_33,Check credit history,63571544573
142_33,Assess loan risk,63571544604
142_33,Assess eligibility,63571546444
142_33,Prepare acceptance pack,63571781255
142_33,Check if home insurance quote is requested,63571782240
142_33,Send acceptance pack,63571782701
142_33,Verify repayment agreement,63571783159
142_33,Cancel application,63571783947
142_33,Loan application canceled,63571783947
121_34,Loan application received,63570223800
121_34,Check application form completeness,63570225290
121_34,Appraise property,63570226442
121_34,Check credit history,63570228174
121_34,Assess loan risk,63570230183
121_34,Assess eligibility,63570230612
121_34,Reject application,63570231639
121_34,Added Activity,63570236143
121_34,Loan application rejected,63570236143
129_35,Loan application received,63570756600
129_35,Check application form completeness,63570756758
129_35,Check credit history,63570757249
129_35,Appraise property,63570758463
129_35,Assess loan risk,63570759312
129_35,Assess eligibility,63570761434
129_35,Prepare acceptance pack,63570763303
129_35,Check if home insurance quote is requested,63570765079
129_35,Send home insurance quote,63570766061
129_35,Verify repayment agreement,63570766615
129_35,Cancel application,63570767515
129_35,Loan application canceled,63570767515
79_36,Loan application received,63567297000
79_36,Check application form completeness,63567299648
79_36,Check credit history,63567299880
79_36,Appraise property,63567299968
79_36,Assess loan risk,63567300088
79_36,Assess eligibility,63567303954
79_36,Reject application,63567303988
79_36,Added Activity,63567304947
79_36,Loan application rejected,63567304947
57_37,Loan application received,63565903800
57_37,Check application form completeness,63565911155
57_37,Appraise property,63565911254
57_37,Check credit history,63565912900
57_37,Assess loan risk,63565914630
57_37,Assess eligibility,63565914913
57_37,Added Activity,63565916622
57_37,Loan application rejected,63565916622
242_38,Loan application received,63578520000
242_38,Check application form completeness,63578521912
242_38,Check credit history,63578522031
242_38,Assess loan risk,63578522663
242_38,Appraise property,63578524763
242_38,Assess eligibility,63578525504
242_38,Added Activity,63578525770
242_38,Loan application rejected,63578525770
56_39,Loan application received,63565830000
56_39,Check application form completeness,63565831751
56_39,Appraise property,63565832216
56_39,Check credit history,63565833814
56_39,Assess loan risk,63565835812
56_39,Assess eligibility,63565840120
56_39,Prepare acceptance pack,63565840707
56_39,Check if home insurance quote is requested,63565841232
56_39,Send home insurance quote,63565843156
56_39,Verify repayment agreement,63565902366
56_39,Approve application,63565902900
56_39,Loan application approved,63565902900
78_40,Loan application received,63567223200
78_40,Check application form completeness,63567223251
78_40,Appraise property,63567225703
78_40,Check credit history,63567285895
78_40,Assess loan risk,63567286420
78_40,Assess eligibility,63567289472
78_40,Prepare acceptance pack,63567290427
78_40,Check if home insurance quote is requested,63567290533
78_40,Send home insurance quote,63567296421
78_40,Verify repayment agreement,63567297651
78_40,Cancel application,63567297823
78_40,Loan application canceled,63567297823
55_41,Loan application received,63565756200
55_41,Check application form completeness,63565756394
55_41,Check credit history,63565756990
55_41,Assess loan risk,63565817059
55_41,Appraise property,63565823312
55_41,Assess eligibility,63565824052
55_41,Reject application,63565826547
55_41,Added Activity,63565831000
55_41,Loan application rejected,63565831000
241_42,Loan application received,63578446200
241_42,Check application form completeness,63578447092
241_42,Appraise property,63578447284
241_42,Check credit history,63578448461
241_42,Assess loan risk,63578449525
241_42,Assess eligibility,63578449765
241_42,Added Activity,63578453750
241_42,Reject application,63578457382
241_42,Loan application rejected,63578457382
77_43,Loan application received,63567207000
77_43,Check application form completeness,63567207183
77_43,Appraise property,63567207497
77_43,Check credit history,63567208121
77_43,Assess loan risk,63567209254
77_43,Assess eligibility,63567214086
77_43,Added Activity,63567215431
77_43,Reject application,63567215578
77_43,Loan application rejected,63567215578
53_44,Loan application received,63565493400
53_44,Check application form completeness,63565495354
53_44,Appraise property,63565495677
53_44,Check credit history,63565496453
53_44,Assess loan risk,63565496801
53_44,Assess eligibility,63565729294
53_44,Prepare acceptance pack,63565729531
53_44,Check if home insurance quote is requested,63565731970
53_44,Send acceptance pack,63565734208
53_44,Verify repayment agreement,63565734816
53_44,Approve application,63565735221
53_44,Loan application approved,63565735221
52_45,Loan application received,63565477200
52_45,Check application form completeness,63565478752
52_45,Check credit history,63565479379
52_45,Appraise property,63565480602
52_45,Assess loan risk,63565487956
52_45,Assess eligibility,63565488721
52_45,Prepare acceptance pack,63565490126
52_45,Check if home insurance quote is requested,63565492085
52_45,Send home insurance quote,63565492504
52_45,Verify repayment agreement,63565493249
52_45,Cancel application,63565495174
52_45,Loan application canceled,63565495174
54_46,Loan application received,63565740000
54_46,Check application form completeness,63565741454
54_46,Check credit history,63565745334
54_46,Appraise property,63565746060
54_46,Assess loan risk,63565746358
54_46,Assess eligibility,63565746725
54_46,Prepare acceptance pack,63565749329
54_46,Check if home insurance quote is requested,63565751265
54_46,Send acceptance pack,63565752694
54_46,Verify repayment agreement,63565753546
54_46,Cancel application,63565754695
54_46,Loan application canceled,63565754695
74_47,Loan application received,63567043200
74_47,Check application form completeness,63567045062
74_47,Appraise property,63567046152
74_47,Check credit history,63567047858
74_47,Assess loan risk,63567048859
74_47,Assess eligibility,63567049851
74_47,Prepare acceptance pack,63567050780
74_47,Check if home insurance quote is requested,63567050867
74_47,Send acceptance pack,63567051915
74_47,Verify repayment agreement,63567053340
74_47,Approve application,63567112571
74_47,Loan application approved,63567112571
76_48,Loan application received,63567133200
76_48,Check application form completeness,63567198375
76_48,Check credit history,63567199402
76_48,Appraise property,63567199512
76_48,Assess loan risk,63567200282
76_48,Assess eligibility,63567200907
76_48,Prepare acceptance pack,63567203659
76_48,Check if home insurance quote is requested,63567203697
76_48,Send home insurance quote,63567204196
76_48,Verify repayment agreement,63567205694
76_48,Approve application,63567209785
76_48,Loan application approved,63567209785
124_49,Loan application received,63570330000
124_49,Check application form completeness,63570330341
124_49,Appraise property,63570330439
124_49,Check credit history,63570332203
124_49,Assess loan risk,63570334451
124_49,Assess eligibility,63570335629
124_49,Prepare acceptance pack,63570569606
124_49,Check if home insurance quote is requested,63570571216
124_49,Send home insurance quote,63570571363
124_49,Verify repayment agreement,63570571653
124_49,Cancel application,63570572339
124_49,Loan application canceled,63570572339
240_50,Loan application received,63578199600
240_50,Check application form completeness,63578434552
240_50,Check credit history,63578434612
240_50,Assess loan risk,63578435766
240_50,Appraise property,63578436560
240_50,Assess eligibility,63578437119
240_50,Prepare acceptance pack,63578439453
240_50,Check if home insurance quote is requested,63578440944
240_50,Send home insurance quote,63578444423
240_50,Verify repayment agreement,63578446523
240_50,Cancel application,63578447282
240_50,Loan application canceled,63578447282
146_51,Loan application received,63571953600
146_51,Check application form completeness,63571954980
146_51,Appraise property,63571957499
146_51,Check credit history,63571961186
146_51,Assess loan risk,63571966889
146_51,Assess eligibility,63571967602
146_51,Reject application,63571968668
146_51,Added Activity,63571973443
146_51,Loan application rejected,63571973443
125_52,Loan application received,63570576600
125_52,Check application form completeness,63570579741
125_52,Check credit history,63570580152
125_52,Appraise property,63570580397
125_52,Assess loan risk,63570581667
125_52,Assess eligibility,63570582646
125_52,Reject application,63570584189
125_52,Added Activity,63570588300
125_52,Loan application rejected,63570588300
75_53,Loan application received,63567117000
75_53,Check application form completeness,63567118225
75_53,Return application back to applicant,63567119642
75_53,Receive updated application,63567120594
75_53,Check application form completeness,63567121052
75_53,Appraise property,63567121242
75_53,Check credit history,63567121674
75_53,Assess loan risk,63567123920
75_53,Assess eligibility,63567124876
75_53,Prepare acceptance pack,63567128480
75_53,Check if home insurance quote is requested,63567129550
75_53,Send acceptance pack,63567130756
75_53,Verify repayment agreement,63567134465
75_53,Approve application,63567134899
75_53,Loan application approved,63567134899
81_54,Loan application received,63567559800
81_54,Check application form completeness,63567560791
81_54,Appraise property,63567561128
81_54,Check credit history,63567562917
81_54,Assess loan risk,63567563194
81_54,Assess eligibility,63567567802
81_54,Prepare acceptance pack,63567571063
81_54,Check if home insurance quote is requested,63567571586
81_54,Send home insurance quote,63567631260
81_54,Verify repayment agreement,63567635478
81_54,Cancel application,63567639446
81_54,Loan application canceled,63567639446
239_55,Loan application received,63578183400
239_55,Check application form completeness,63578183728
239_55,Appraise property,63578184394
239_55,Check credit history,63578184820
239_55,Assess loan risk,63578185950
239_55,Assess eligibility,63578191384
239_55,Added Activity,63578196266
239_55,Loan application rejected,63578196266
83_56,Loan application received,63567649800
83_56,Check application form completeness,63567651545
83_56,Appraise property,63567652883
83_56,Check credit history,63567654111
83_56,Assess loan risk,63567654427
83_56,Assess eligibility,63567654606
83_56,Added Activity,63567654945
83_56,Loan application rejected,63567654945
41_57,Loan application received,63564780600
41_57,Check application form completeness,63564781823
41_57,Appraise property,63564782123
41_57,Check credit history,63564784199
41_57,Assess loan risk,63564784414
41_57,Assess eligibility,63564789908
41_57,Added Activity,63564790165
41_57,Loan application rejected,63564790165
233_58,Loan application received,63577913400
233_58,Check application form completeness,63577915309
233_58,Appraise property,63577915689
233_58,Check credit history,63577917773
233_58,Assess loan risk,63577920294
233_58,Assess eligibility,63577924576
233_58,Prepare acceptance pack,63577925425
233_58,Check if home insurance quote is requested,63577926149
233_58,Send home insurance quote,63577926367
233_58,Verify repayment agreement,63577929096
233_58,Cancel application,63577929279
233_58,Loan application canceled,63577929279
47_59,Loan application received,63565223400
47_59,Check application form completeness,63565224763
47_59,Check credit history,63565225168
47_59,Assess loan risk,63565227336
47_59,Appraise property,63565228993
47_59,Assess eligibility,63565229750
47_59,Added Activity,63565234725
47_59,Loan application rejected,63565234725
161_60,Loan application received,63573003000
161_60,Check application form completeness,63573007711
161_60,Check credit history,63573007948
161_60,Appraise property,63573008716
161_60,Assess loan risk,63573010048
161_60,Assess eligibility,63573012049
161_60,Prepare acceptance pack,63573012087
161_60,Check if home insurance quote is requested,63573013722
161_60,Send home insurance quote,63573073344
161_60,Verify repayment agreement,63573074662
161_60,Approve application,63573078638
161_60,Loan application approved,63573078638
49_61,Loan application received,63565313400
49_61,Check application form completeness,63565320600
49_61,Appraise property,63565322198
49_61,Check credit history,63565384925
49_61,Assess loan risk,63565384976
49_61,Assess eligibility,63565385632
49_61,Prepare acceptance pack,63565386488
49_61,Check if home insurance quote is requested,63565388407
49_61,Send home insurance quote,63565389422
49_61,Verify repayment agreement,63565390850
49_61,Cancel application,63565392940
49_61,Loan application canceled,63565392940
235_62,Loan application received,63578003400
235_62,Check application form completeness,63578005237
235_62,Appraise property,63578005437
235_62,Check credit history,63578006492
235_62,Assess loan risk,63578006544
235_62,Assess eligibility,63578006928
235_62,Added Activity,63578007430
235_62,Reject application,63578010715
235_62,Loan application rejected,63578010715
237_63,Loan application received,63578093400
237_63,Check application form completeness,63578096972
237_63,Check credit history,63578099627
237_63,Appraise property,63578100516
237_63,Assess loan risk,63578102762
237_63,Assess eligibility,63578105467
237_63,Prepare acceptance pack,63578106475
237_63,Check if home insurance quote is requested,63578107791
237_63,Send acceptance pack,63578109317
237_63,Verify repayment agreement,63578109873
237_63,Approve application,63578110251
237_63,Loan application approved,63578110251
150_64,Loan application received,63572133600
150_64,Check application form completeness,63572135205
150_64,Check credit history,63572135786
150_64,Assess loan risk,63572136619
150_64,Appraise property,63572138010
150_64,Assess eligibility,63572141118
150_64,Added Activity,63572142540
150_64,Loan application rejected,63572142540
171_65,Loan application received,63573683400
171_65,Check application form completeness,63573683858
171_65,Appraise property,63573684288
171_65,Check credit history,63573684421
171_65,Assess loan risk,63573685919
171_65,Assess eligibility,63573687226
171_65,Added Activity,63573687612
171_65,Reject application,63573689655
171_65,Loan application rejected,63573689655
192_66,Loan application received,63575002800
192_66,Check application form completeness,63575062016
192_66,Return application back to applicant,63575063169
192_66,Receive updated application,63575068250
192_66,Check application form completeness,63575068417
192_66,Appraise property,63575068847
192_66,Check credit history,63575069588
192_66,Assess loan risk,63575071923
192_66,Assess eligibility,63575074585
192_66,Prepare acceptance pack,63575076204
192_66,Check if home insurance quote is requested,63575076541
192_66,Send acceptance pack,63575078066
192_66,Verify repayment agreement,63575080292
192_66,Cancel application,63575080581
192_66,Loan application canceled,63575080581
152_67,Loan application received,63572396400
152_67,Check application form completeness,63572397393
152_67,Check credit history,63572397419
152_67,Assess loan risk,63572397797
152_67,Appraise property,63572405616
152_67,Assess eligibility,63572405978
152_67,Added Activity,63572406430
152_67,Reject application,63572408731
152_67,Loan application rejected,63572408731
173_68,Loan application received,63573773400
173_68,Check application form completeness,63573774371
173_68,Check credit history,63573775154
173_68,Assess loan risk,63573775423
173_68,Appraise property,63573776176
173_68,Assess eligibility,63573777080
173_68,Added Activity,63573777084
173_68,Reject application,63573778981
173_68,Loan application rejected,63573778981
190_69,Loan application received,63574912800
190_69,Check application form completeness,63574975592
190_69,Check credit history,63574975687
190_69,Assess loan risk,63574977340
190_69,Appraise property,63574978990
190_69,Assess eligibility,63574979569
190_69,Prepare acceptance pack,63574985989
190_69,Check if home insurance quote is requested,63574991862
190_69,Send acceptance pack,63574998997
190_69,Verify repayment agreement,63575060912
190_69,Approve application,63575063443
190_69,Loan application approved,63575063443
194_70,Loan application received,63575150400
194_70,Check application form completeness,63575151660
194_70,Appraise property,63575151674
194_70,Check credit history,63575153823
194_70,Assess loan risk,63575156721
194_70,Assess eligibility,63575162048
194_70,Prepare acceptance pack,63575163183
194_70,Check if home insurance quote is requested,63575163703
194_70,Send acceptance pack,63575165222
194_70,Verify repayment agreement,63575165539
194_70,Approve application,63575167265
194_70,Loan application approved,63575167265
158_71,Loan application received,63572666400
158_71,Check application form completeness,63572730685
158_71,Check credit history,63572730867
158_71,Appraise property,63572731051
158_71,Assess loan risk,63572733447
158_71,Assess eligibility,63572736054
158_71,Reject application,63572736639
158_71,Added Activity,63572745832
158_71,Loan application rejected,63572745832
179_72,Loan application received,63574216200
179_72,Check application form completeness,63574217182
179_72,Appraise property,63574217305
179_72,Check credit history,63574220566
179_72,Assess loan risk,63574221046
179_72,Assess eligibility,63574282958
179_72,Added Activity,63574283018
179_72,Reject application,63574283030
179_72,Loan application rejected,63574283030
137_73,Loan application received,63571347000
137_73,Check application form completeness,63571348160
137_73,Check credit history,63571348748
137_73,Assess loan risk,63571348864
137_73,Appraise property,63571350562
137_73,Assess eligibility,63571351872
137_73,Prepare acceptance pack,63571352042
137_73,Check if home insurance quote is requested,63571353912
137_73,Send acceptance pack,63571354318
137_73,Verify repayment agreement,63571354718
137_73,Cancel application,63571363955
137_73,Loan application canceled,63571363955
156_74,Loan application received,63572576400
156_74,Check application form completeness,63572577329
156_74,Return application back to applicant,63572578310
156_74,Receive updated application,63572579273
156_74,Check application form completeness,63572643514
156_74,Appraise property,63572645218
156_74,Check credit history,63572645376
156_74,Assess loan risk,63572645484
156_74,Assess eligibility,63572645919
156_74,Added Activity,63572646428
156_74,Reject application,63572646536
156_74,Loan application rejected,63572646536
177_75,Loan application received,63573953400
177_75,Check application form completeness,63573954009
177_75,Check credit history,63573954487
177_75,Assess loan risk,63573954534
177_75,Appraise property,63573955304
177_75,Assess eligibility,63573955652
177_75,Added Activity,63573958796
177_75,Loan application rejected,63573958796
198_76,Loan application received,63575503200
198_76,Check application form completeness,63575503543
198_76,Appraise property,63575504089
198_76,Check credit history,63575509091
198_76,Assess loan risk,63575509164
198_76,Assess eligibility,63575512667
198_76,Added Activity,63575516626
198_76,Loan application rejected,63575516626
112_77,Loan application received,63569559600
112_77,Check application form completeness,63569620996
112_77,Check credit history,63569624185
112_77,Appraise property,63569624356
112_77,Assess loan risk,63569628034
112_77,Assess eligibility,63569632469
112_77,Reject application,63569634679
112_77,Added Activity,63569641819
112_77,Loan application rejected,63569641819
116_78,Loan application received,63569970000
116_78,Check application form completeness,63569970391
116_78,Check credit history,63569970454
116_78,Appraise property,63569971296
116_78,Assess loan risk,63569973352
116_78,Assess eligibility,63569980112
116_78,Prepare acceptance pack,63569981004
116_78,Check if home insurance quote is requested,63569981274
116_78,Send home insurance quote,63569981351
116_78,Verify repayment agreement,63569984605
116_78,Cancel application,63569987822
116_78,Loan application canceled,63569987822
133_79,Loan application received,63570936600
133_79,Check application form completeness,63571173818
133_79,Check credit history,63571173889
133_79,Assess loan risk,63571174647
133_79,Appraise property,63571174649
133_79,Assess eligibility,63571174756
133_79,Added Activity,63571174891
133_79,Loan application rejected,63571174891
154_80,Loan application received,63572486400
154_80,Check application form completeness,63572487774
154_80,Appraise property,63572488423
154_80,Check credit history,63572488423
154_80,Assess loan risk,63572494848
154_80,Assess eligibility,63572494850
154_80,Prepare acceptance pack,63572555959
